SlyID	AthID
Solyc09g075820.3	AT5G26340
Solyc07g021700.3	AT5G56750
Solyc10g054910.1	AT4G38740
Solyc06g011350.3	AT2G37180
Solyc03g005730.4	AT4G13430
Solyc04g024420.3	AT3G27430
Solyc01g112250.4	AT2G17290
Solyc12g056240.2	AT1G63460
Solyc10g086180.2	AT2G37040
Solyc07g017750.4	AT5G57360
Solyc07g006780.3	AT4G30310
Solyc06g053160.3	AT4G27680
Solyc01g008820.3	AT2G03120
Solyc08g075160.3	AT2G35040
Solyc11g017070.2	AT2G46280
Solyc04g011370.5	AT5G59880
Solyc12g043120.2	AT1G79920
Solyc10g054850.2	AT1G75760
Solyc01g111090.3	AT1G75760
Solyc03g122260.3	AT1G19120
Solyc11g071700.2	AT5G06600
Solyc12g098820.2	AT2G43230
Solyc04g012040.3	AT5G09900
Solyc03g117150.3	AT2G07560
Solyc04g024420.3	AT5G40580
Solyc07g005033.1	AT1G80660
Solyc00g500322.1	ATCG00130
Solyc11g006220.2	AT1G08730
Solyc03g121910.1	AT1G72810
Solyc08g008520.3	AT4G27745
Solyc04g016360.3	AT2G41530
Solyc01g087070.4	AT5G13490
Solyc10g012410.3	AT2G45990
Solyc06g069010.3	AT1G48630
Solyc06g069010.3	AT3G18130
Solyc04g054330.3	AT2G22120
Solyc12g021230.2	AT5G04130
Solyc10g017530.3	AT4G00660
Solyc06g008520.4	AT3G58170
Solyc02g082000.3	AT5G09500
Solyc07g056350.3	AT3G14720
Solyc04g064930.3	AT1G21350
Solyc03g112150.1	AT4G20360
Solyc07g025170.3	AT1G47550
Solyc05g009030.5	AT5G14200
Solyc01g100360.4	AT3G16950
Solyc12g039120.2	AT5G15520
Solyc04g081430.3	AT5G03220
Solyc01g009100.5	AT1G77940
Solyc01g009100.5	AT3G18740
Solyc10g086040.2	AT2G35795
Solyc10g079030.2	AT3G12160
Solyc03g093490.3	AT5G07590
Solyc10g081250.3	AT5G63960
Solyc01g107130.4	AT2G14720
Solyc09g009940.3	AT5G03940
Solyc03g119040.3	AT3G18130
Solyc05g047520.4	AT2G06990
Solyc06g083630.4	AT1G30890
Solyc07g055210.3	AT2G30970
Solyc01g095970.3	AT3G61760
Solyc06g075090.4	AT5G06300
Solyc02g030225.1	AT4G20460
Solyc07g065890.3	AT4G26510
Solyc05g055060.3	AT3G46820
Solyc00g025290.1	ATMG00660
Solyc10g047930.2	AT4G21860
Solyc11g066660.3	AT5G22830
Solyc12g006450.2	AT3G22200
Solyc07g009140.3	AT4G24820
Solyc06g059740.4	AT1G77120
Solyc01g110450.3	AT2G21260
Solyc10g018160.2	AT3G60800
Solyc12g009260.4	AT1G74960
Solyc06g072040.1	AT5G63470
Solyc02g092450.3	AT4G37640
Solyc02g081210.3	AT3G03220
Solyc09g007770.3	AT5G60660
Solyc12g098820.2	AT3G59350
Solyc07g043360.1	AT4G15000
Solyc11g017300.2	AT1G71230
Solyc08g005550.4	AT3G27620
Solyc12g088990.2	AT1G47560
Solyc02g030225.1	AT1G30620
Solyc06g062590.5	AT1G55130
Solyc03g096870.3	AT4G33260
Solyc02g088610.4	AT5G15450
Solyc08g068340.3	AT5G25754
Solyc08g068340.3	AT5G25757
Solyc04g080730.3	AT2G18170
Solyc06g066730.3	AT3G15980
Solyc01g102370.4	AT5G26680
Solyc02g083850.3	AT5G66210
Solyc01g006710.4	AT5G04895
Solyc10g083110.3	AT2G45440
Solyc05g054060.3	AT3G03250
Solyc10g011670.3	AT4G01100
Solyc05g051590.3	AT5G65000
Solyc09g075150.3	AT3G05560
Solyc03g025800.3	AT5G23760
Solyc06g008970.4	AT1G03190
Solyc03g115360.3	AT3G02080
Solyc07g018210.3	AT4G30260
Solyc09g066410.3	AT3G54700
Solyc07g064280.3	AT4G27070
Solyc01g103190.3	AT4G21192
Solyc03g120820.4	AT1G66590
Solyc03g120820.4	AT1G69750
Solyc12g099100.2	AT1G48030
Solyc04g024530.3	AT1G13180
Solyc11g020610.3	AT1G72000
Solyc09g082860.3	AT5G43780
Solyc01g088080.3	AT3G03960
Solyc08g016420.3	AT1G29990
Solyc01g106080.4	AT2G14170
Solyc01g007910.3	AT5G08300
Solyc10g083490.3	AT2G36250
Solyc04g082310.3	AT1G63610
Solyc08g080870.3	AT1G63440
Solyc10g007500.4	AT3G14720
Solyc07g055840.3	AT3G58750
Solyc02g093290.3	AT4G36940
Solyc11g042610.2	AT3G11940
Solyc01g099900.4	AT5G27850
Solyc10g076420.2	AT3G08890
Solyc10g008140.3	AT2G20530
Solyc04g014390.3	AT3G59650
Solyc04g080980.2	AT2G21390
Solyc01g008110.5	AT1G11680
Solyc08g066360.3	AT1G79750
Solyc10g018300.3	AT2G45290
Solyc10g007350.4	AT3G58680
Solyc12g014290.2	AT3G58680
Solyc09g010560.3	AT5G37830
Solyc10g006400.3	AT4G27070
Solyc07g062650.4	AT1G53240
Solyc01g068400.3	AT2G30410
Solyc03g119040.3	AT1G48630
Solyc06g076650.4	AT2G29560
Solyc04g071180.3	AT3G17300
Solyc08g082180.3	AT1G01360
Solyc11g007000.2	AT5G56090
Solyc08g015860.3	AT5G09550
Solyc08g015860.3	AT2G44100
Solyc10g005880.3	AT1G55810
Solyc03g005260.3	AT5G43780
Solyc08g041890.4	AT3G06720
Solyc10g008140.3	AT1G03860
Solyc06g051980.4	AT3G61790
Solyc02g085780.3	AT3G02510
Solyc04g055110.3	AT5G10200
Solyc11g062130.2	AT5G13490
Solyc07g055200.4	AT1G06390
Solyc01g107130.4	AT2G14740
Solyc11g069570.2	AT2G28305
Solyc12g043000.3	AT3G15980
Solyc03g095260.3	AT2G38630
Solyc10g085920.3	AT3G53520
Solyc09g007130.3	AT2G46110
Solyc07g041280.5	AT5G12040
Solyc09g090060.3	AT5G59160
Solyc03g120270.4	AT1G79990
Solyc02g091340.4	AT5G37850
Solyc01g073740.4	AT2G44350
Solyc05g049970.3	AT4G01370
Solyc06g062590.5	AT3G13772
Solyc05g013070.3	AT1G14000
Solyc06g068220.4	AT1G52510
Solyc00g500353.1	AT3G53260
Solyc03g118170.3	AT1G29880
Solyc11g013260.3	AT5G40770
Solyc09g098520.4	AT2G43240
Solyc04g054890.3	AT5G65110
Solyc10g074590.2	AT2G17340
Solyc04g008540.3	AT2G02180
Solyc06g069010.3	AT1G18080
Solyc11g012050.1	AT1G62400
Solyc02g063140.4	AT1G68530
Solyc06g076430.3	AT2G29400
Solyc03g117360.4	AT1G15750
Solyc06g076970.4	AT2G29960
Solyc02g092530.4	AT4G37550
Solyc08g013730.3	AT4G10380
Solyc12g055760.2	AT1G51650
Solyc07g016150.4	AT2G18110
Solyc09g007770.3	AT3G53420
Solyc10g081610.2	AT5G06600
Solyc09g009010.4	AT5G03760
Solyc06g075340.5	AT1G29900
Solyc00g021640.2	AT2G07734
Solyc00g021640.2	ATMG00290
Solyc12g095760.2	AT1G20950
Solyc07g018220.3	AT4G30260
Solyc08g082830.3	AT1G55090
Solyc08g077770.3	AT4G17615
Solyc01g111830.3	AT1G20330
Solyc03g096920.3	AT3G03110
Solyc05g050990.1	AT1G02000
Solyc05g055230.2	AT5G04800
Solyc09g007760.5	AT2G16850
Solyc09g007770.3	AT2G16850
Solyc03g034070.1	AT3G50685
Solyc06g005800.3	AT2G29400
Solyc08g015860.3	AT3G59920
Solyc06g069330.3	AT5G08160
Solyc09g065210.5	AT5G19330
Solyc03g097050.3	AT3G03050
Solyc05g055310.3	AT1G66240
Solyc01g103940.3	AT5G63650
Solyc00g500335.1	ATCG00150
Solyc11g065190.3	AT1G50490
Solyc12g096540.2	AT4G25740
Solyc08g048250.4	AT4G18360
Solyc03g114500.4	AT1G74030
Solyc10g074590.2	AT4G35360
Solyc09g009430.3	AT2G36250
Solyc03g082600.4	AT5G53560
Solyc01g097970.5	AT3G46940
Solyc12g011000.2	AT2G42790
Solyc06g066730.3	AT1G79990
Solyc07g020860.3	AT1G65980
Solyc05g013820.4	AT5G40580
Solyc04g015350.3	AT1G60490
Solyc07g005840.2	AT5G17420
Solyc03g111690.4	AT1G67750
Solyc10g081440.2	AT5G17770
Solyc10g084660.2	AT5G59880
Solyc12g007130.2	AT2G20120
Solyc12g056450.2	AT4G11820
Solyc11g069910.2	AT3G52090
Solyc04g077970.5	AT4G22570
Solyc09g090200.4	AT3G23310
Solyc03g097050.3	AT5G16910
Solyc03g119040.3	AT1G18080
Solyc04g077780.3	AT1G10200
Solyc08g077440.3	AT5G47040
Solyc05g009030.5	AT1G31180
Solyc08g077930.3	AT5G03290
Solyc03g120270.4	AT3G15980
Solyc12g006500.1	AT2G25520
Solyc01g088780.3	AT2G44690
Solyc09g066500.4	AT2G20490
Solyc05g049970.3	AT1G01560
Solyc01g005310.3	AT1G14830
Solyc09g082320.3	AT3G22630
Solyc03g110860.3	AT5G63470
Solyc02g062530.3	AT5G49410
Solyc11g062410.3	AT2G26980
Solyc01g105380.2	AT4G39980
Solyc01g105383.1	AT4G39980
Solyc10g054850.2	AT2G21190
Solyc10g005880.3	AT4G26510
Solyc09g007130.3	AT3G61530
Solyc01g010360.3	AT1G26480
Solyc02g088900.3	AT3G17430
Solyc03g007680.3	AT1G51160
Solyc04g080160.3	AT5G42970
Solyc03g112070.4	AT3G19480
Solyc02g083510.3	AT2G16850
Solyc01g105810.4	AT5G09550
Solyc03g120270.4	AT1G52360
Solyc01g099900.4	AT3G05590
Solyc03g118270.1	AT3G51160
Solyc11g012820.2	AT1G21690
Solyc02g082000.3	AT1G04270
Solyc02g082000.3	AT5G09510
Solyc10g048060.2	ATMG00030
Solyc02g067930.3	AT5G40610
Solyc06g062840.4	AT1G72810
Solyc10g009030.5	AT4G04930
Solyc00g180440.2	ATCG00660
Solyc11g020610.3	AT1G35580
Solyc10g081920.2	AT4G31490
Solyc10g076510.2	AT5G01320
Solyc02g077440.3	AT5G46030
Solyc05g013030.1	AT1G29150
Solyc06g066730.3	AT1G52360
Solyc10g085300.2	AT5G37070
Solyc07g045330.3	AT1G64990
Solyc00g500037.1	ATCG00860
Solyc00g500037.1	ATCG01280
Solyc00g500046.1	ATCG00860
Solyc00g500046.1	ATCG01280
Solyc00g500081.1	ATCG00860
Solyc00g500081.1	ATCG01280
Solyc00g500128.1	ATCG00860
Solyc00g500128.1	ATCG01280
Solyc00g500198.1	ATCG00860
Solyc00g500198.1	ATCG01280
Solyc00g500327.1	ATCG00860
Solyc00g500327.1	ATCG01280
Solyc11g062130.2	AT3G08580
Solyc01g008690.3	AT2G13650
Solyc07g005037.2	AT1G80660
Solyc02g020940.3	AT3G26650
Solyc01g109620.3	AT1G16700
Solyc10g051350.2	AT1G79010
Solyc09g007900.5	AT2G37040
Solyc03g098120.3	AT1G57540
Solyc12g039120.2	AT3G02080
Solyc12g044240.3	AT1G52245
Solyc11g006460.3	AT3G44110
Solyc11g006500.2	AT3G10640
Solyc01g087070.4	AT4G28390
Solyc12g011430.4	AT1G53580
Solyc12g096700.2	AT4G10450
Solyc06g073310.3	AT4G10450
Solyc11g062190.2	AT5G13490
Solyc06g060760.3	AT5G47450
Solyc09g005300.3	AT3G20650
Solyc03g118250.4	AT3G20650
Solyc07g063850.3	AT5G54510
Solyc06g050120.3	AT3G62870
Solyc11g011960.2	AT5G17310
Solyc01g009310.3	AT1G50430
Solyc04g081310.3	AT4G31790
Solyc10g008840.3	AT2G33870
Solyc03g111130.1	AT5G03860
Solyc03g117330.4	AT3G62120
Solyc07g005520.1	AT2G24240
Solyc04g072660.4	AT1G36240
Solyc02g094500.3	AT1G08660
Solyc04g072060.4	AT4G09720
Solyc01g100360.4	AT4G16155
Solyc03g121570.3	AT1G55130
Solyc07g016150.4	AT1G30230
Solyc03g082660.3	AT3G49310
Solyc03g013240.5	AT3G01060
Solyc06g082500.3	AT1G06890
Solyc10g012190.3	AT3G54540
Solyc12g014380.3	AT5G42740
Solyc01g087870.5	AT3G24090
Solyc07g055840.3	AT2G42790
Solyc01g096520.3	AT2G38730
Solyc01g087900.3	AT5G13780
Solyc03g007810.3	AT5G52920
Solyc06g073190.3	AT2G31390
Solyc04g078460.3	AT3G16150
Solyc02g021400.2	AT3G10090
Solyc02g021400.2	AT5G03850
Solyc02g021400.2	AT5G64140
Solyc10g078630.2	AT3G10090
Solyc10g078630.2	AT5G03850
Solyc10g078630.2	AT5G64140
Solyc12g008730.3	AT4G26210
Solyc10g007610.4	AT3G14410
Solyc03g117150.3	AT3G42640
Solyc06g062810.1	AT5G57020
Solyc10g047930.2	AT4G04800
Solyc06g065210.4	AT1G72000
Solyc03g097680.4	AT5G50850
Solyc03g112360.1	AT1G23290
Solyc06g071720.1	AT1G70600
Solyc06g051200.3	AT2G43030
Solyc02g067060.3	AT3G01040
Solyc06g070910.4	AT1G74500
Solyc06g083580.4	AT3G07010
Solyc10g084610.3	AT3G55280
Solyc10g084610.3	AT2G39460
Solyc09g007920.4	AT2G37040
Solyc04g026030.3	AT1G23820
Solyc11g005880.2	AT3G62790
Solyc11g005880.2	AT2G47690
Solyc12g098950.2	AT1G48240
Solyc06g011350.3	AT3G53420
Solyc11g020610.3	AT1G22650
Solyc12g089030.2	AT4G36800
Solyc02g076950.2	AT2G34090
Solyc08g062190.3	AT5G12040
Solyc12g010180.2	AT1G24909
Solyc12g010180.2	AT1G25083
Solyc12g010180.2	AT1G25155
Solyc03g114070.3	AT3G48040
Solyc05g056550.3	AT5G08590
Solyc05g055160.3	AT3G44110
Solyc10g018260.1	AT4G00110
Solyc02g081160.3	AT1G12000
Solyc10g086190.3	AT3G09820
Solyc01g087070.4	AT3G08580
Solyc10g076790.2	AT5G01240
Solyc01g103450.3	AT5G49910
Solyc09g090070.1	AT3G54700
Solyc03g097900.3	AT3G04840
Solyc12g043000.3	AT1G79990
Solyc10g006980.3	AT1G53000
Solyc12g039120.2	AT5G61170
Solyc02g063140.4	AT1G25450
Solyc02g092530.4	AT4G37560
Solyc06g053630.3	AT2G29400
Solyc08g074560.3	AT4G31390
Solyc06g005800.3	AT3G46820
Solyc02g093410.4	AT5G50180
Solyc10g083570.3	AT3G52930
Solyc07g053650.4	AT2G20580
Solyc03g123760.3	AT4G14210
Solyc01g067100.4	AT4G02570
Solyc12g055830.2	AT3G53620
Solyc04g076880.3	AT4G37870
Solyc05g012340.4	AT2G03510
Solyc04g076060.3	AT5G10450
Solyc12g099100.2	AT3G17240
Solyc03g118800.3	AT2G18510
Solyc06g071330.4	AT5G62890
Solyc08g078640.4	AT5G47500
Solyc04g082880.4	AT1G20950
Solyc05g050600.3	AT3G61760
Solyc03g114590.3	AT5G08160
Solyc11g017300.2	AT1G22920
Solyc06g083580.4	AT5G48900
Solyc11g007990.2	AT5G58330
Solyc05g053100.3	AT4G16155
Solyc12g096540.2	AT5G52650
Solyc11g008620.2	AT5G36700
Solyc11g008620.2	AT5G36790
Solyc11g012080.2	AT4G14695
Solyc06g011350.3	AT5G60660
Solyc11g011960.2	AT3G03250
Solyc02g068650.2	AT5G24840
Solyc05g056160.3	AT3G26340
Solyc12g011000.2	AT3G58750
Solyc01g091070.3	AT2G45240
Solyc10g081150.3	AT2G26990
Solyc12g017570.2	AT5G09550
Solyc09g010380.3	AT3G53620
Solyc11g072450.2	AT3G52300
Solyc06g082680.4	AT3G10860
Solyc06g007540.3	AT3G10860
Solyc02g062240.3	AT1G20580
Solyc05g045780.1	ATMG00080
Solyc05g024430.3	AT4G13500
Solyc07g053590.5	AT4G28500
Solyc08g015620.3	AT2G43945
Solyc01g007150.3	AT4G31490
Solyc07g064280.3	AT5G54810
Solyc04g014690.3	AT1G62400
Solyc10g074500.2	AT4G35260
Solyc05g056280.2	AT5G17440
Solyc05g013820.4	AT3G27430
Solyc07g008370.5	AT3G13580
Solyc12g095760.2	AT1G76550
Solyc03g083440.4	AT5G53460
Solyc08g077200.4	AT2G35390
Solyc01g088780.3	AT5G45970
Solyc07g064940.3	AT4G37200
Solyc10g085480.2	AT2G36620
Solyc10g081920.2	AT4G31480
Solyc10g083740.3	AT3G53020
Solyc05g055020.4	AT5G28490
Solyc01g068530.3	AT3G04230
Solyc04g011370.5	AT3G46000
Solyc09g065755.1	AT3G54560
Solyc07g062530.3	AT1G53310
Solyc01g007150.3	AT4G31480
Solyc07g049580.3	AT3G07890
Solyc11g062190.2	AT3G08580
Solyc10g083880.2	AT2G36830
Solyc12g009200.2	AT1G19150
Solyc11g020040.2	AT5G49910
Solyc08g041890.4	AT4G16143
Solyc08g016750.3	AT1G30120
Solyc02g085870.3	AT1G68530
Solyc06g007180.3	AT3G47340
Solyc09g075155.1	AT5G27770
Solyc11g069380.2	AT5G60600
Solyc01g097450.3	AT3G04780
Solyc09g047930.1	AT3G07510
Solyc10g078960.2	AT1G09590
Solyc10g078960.2	AT1G09690
Solyc08g068330.4	AT5G19550
Solyc09g014380.3	AT5G01240
Solyc02g068530.5	AT2G35020
Solyc02g070790.3	AT5G46290
Solyc12g044380.3	AT1G66590
Solyc12g044380.3	AT1G69750
Solyc03g117320.4	AT3G17465
Solyc07g008720.4	AT1G17880
Solyc06g005390.1	AT1G07790
Solyc06g061040.5	AT2G44530
Solyc03g121410.3	AT1G17720
Solyc03g116600.3	AT1G15370
Solyc06g083530.3	AT1G04760
Solyc02g092430.1	AT3G49910
Solyc03g044000.1	AT5G67510
Solyc11g073260.2	AT5G02560
Solyc04g025530.3	AT5G17330
Solyc03g096290.3	AT2G45960
Solyc01g049650.4	AT4G26390
Solyc09g065820.4	AT4G02590
Solyc01g080840.3	AT4G01800
Solyc03g111140.3	AT5G03860
Solyc03g111690.4	AT4G24780
Solyc12g098680.4	AT1G10840
Solyc06g053480.3	AT2G43710
Solyc05g055310.3	AT3G56240
Solyc02g082250.4	AT4G35460
Solyc06g072490.3	AT3G04840
Solyc02g087620.3	AT3G01310
Solyc06g073260.3	AT1G09340
Solyc09g007270.3	AT1G07890
Solyc01g010820.3	AT1G69670
Solyc07g005033.1	AT2G07560
Solyc01g006370.3	AT5G13000
Solyc07g005820.3	AT1G16030
Solyc03g114030.3	AT5G62890
Solyc12g043000.3	AT1G52360
Solyc06g063370.3	AT4G10340
Solyc12g014180.2	AT1G53240
Solyc07g006520.3	AT2G18710
Solyc07g065710.3	AT5G47750
Solyc06g072320.4	AT3G48780
Solyc10g079880.2	AT3G57290
Solyc04g015450.3	AT5G08650
Solyc05g006890.1	AT1G69410
Solyc07g064590.3	AT1G50670
Solyc12g042920.2	AT5G40810
Solyc06g073150.3	AT1G22920
Solyc02g069580.3	AT1G30620
Solyc12g006500.1	AT5G25400
Solyc01g056810.4	AT5G08080
Solyc00g500066.1	ATCG00520
Solyc05g050990.1	AT4G00110
Solyc01g111140.3	AT2G21150
Solyc04g008060.3	AT2G01770
Solyc05g056160.3	AT1G13060
Solyc11g013550.2	AT1G36980
Solyc07g045350.4	AT5G48230
Solyc07g006070.1	AT1G17890
Solyc02g063490.3	AT2G22780
Solyc06g064460.4	AT3G62870
Solyc08g016170.3	AT5G46290
Solyc03g032070.3	AT5G67630
Solyc03g031750.2	AT4G05000
Solyc01g008330.5	AT5G35360
Solyc01g010820.3	AT1G26830
Solyc04g080980.2	AT1G62020
Solyc11g011910.2	AT5G37310
Solyc03g025570.2	AT3G22320
Solyc08g061100.3	AT4G32410
Solyc06g069550.1	AT1G26570
Solyc03g083520.4	AT1G62820
Solyc03g044330.1	AT3G48560
Solyc07g064810.3	AT4G26900
Solyc12g044800.3	AT1G17720
Solyc01g006510.3	AT5G51970
Solyc04g012120.3	AT4G09000
Solyc07g045330.3	AT4G27630
Solyc01g079500.5	AT4G02060
Solyc10g083570.3	AT2G36460
Solyc07g005033.1	AT3G42640
Solyc04g080770.3	AT5G57960
Solyc04g045340.3	AT1G23190
Solyc01g006980.4	AT2G30200
Solyc05g053300.3	AT3G17240
Solyc05g055060.3	AT5G59160
Solyc09g010380.3	AT2G46860
Solyc11g017170.1	AT5G44240
Solyc07g016200.3	AT4G31300
Solyc01g109620.3	AT1G79010
Solyc01g011040.3	AT5G61240
Solyc01g080240.4	AT3G18040
Solyc06g073190.3	AT1G06020
Solyc04g074230.3	AT1G34760
Solyc01g106210.3	AT5G09590
Solyc03g006270.3	AT4G18430
Solyc09g065910.3	AT2G30570
Solyc10g080320.3	AT3G57610
Solyc02g085870.3	AT1G25450
Solyc05g005820.5	AT1G13440
Solyc02g082250.4	AT2G17420
Solyc07g007210.3	AT1G06220
Solyc06g054540.3	AT5G18650
Solyc11g011920.2	AT2G02010
Solyc06g062940.5	AT5G20570
Solyc05g054050.4	AT2G02010
Solyc02g080540.1	AT4G04640
Solyc06g053930.3	AT3G22930
Solyc05g013940.4	AT1G13180
Solyc08g077930.3	AT3G09810
Solyc11g071490.2	AT3G18740
Solyc04g072660.4	AT1G77940
Solyc01g105710.3	AT5G64350
Solyc04g045340.3	AT1G70730
Solyc01g088480.3	AT5G26667
Solyc11g011930.3	AT1G54340
Solyc01g066840.3	AT5G27700
Solyc12g006500.1	AT4G32390
Solyc06g048480.3	AT3G54190
Solyc12g026430.3	AT5G62890
Solyc01g099670.3	AT5G52650
Solyc07g056330.3	AT2G42910
Solyc05g052780.4	AT3G55770
Solyc01g103510.4	AT1G43170
Solyc04g009200.3	AT5G63570
Solyc03g115820.3	AT5G61410
Solyc05g013380.3	AT1G23310
Solyc06g073190.3	AT3G59480
Solyc08g005550.4	AT3G22370
Solyc08g005550.4	AT3G22360
Solyc11g068490.1	AT5G55125
Solyc06g054560.3	AT5G18620
Solyc09g090070.1	AT2G38940
Solyc02g089310.1	AT5G15710
Solyc06g083530.3	AT2G32670
Solyc08g014550.3	AT4G10450
Solyc10g078680.3	AT1G51570
Solyc01g107160.3	AT1G49910
Solyc03g034250.4	AT1G67060
Solyc06g009210.5	AT3G16780
Solyc10g047630.2	AT5G64370
Solyc01g087710.2	AT5G13720
Solyc05g008600.3	AT2G01140
Solyc03g110860.3	AT3G48590
Solyc11g010190.1	AT5G40770
Solyc00g500156.1	ATCG00750
Solyc09g050063.1	ATCG00750
Solyc07g062130.3	AT1G53500
Solyc04g081570.3	AT4G24190
Solyc04g082880.4	AT1G76550
Solyc01g060470.3	AT4G16143
Solyc06g082950.5	AT4G12800
Solyc10g018300.3	AT3G60750
Solyc01g081380.5	AT5G17620
Solyc10g083740.3	AT2G36620
Solyc07g005037.2	AT2G07560
Solyc06g064470.5	AT3G62870
Solyc01g097760.3	AT3G62870
Solyc06g068490.3	AT1G80900
Solyc04g026030.3	AT1G70310
Solyc02g068450.3	AT4G02620
Solyc05g014370.3	AT3G25980
Solyc05g051250.3	AT3G17820
Solyc01g110450.3	AT2G21250
Solyc00g500353.1	AT2G37040
Solyc01g007940.4	AT1G23310
Solyc09g010190.3	AT2G36130
Solyc10g078960.2	AT1G57660
Solyc10g078960.2	AT1G57860
Solyc04g008590.3	AT1G30120
Solyc06g060370.3	AT1G21870
Solyc04g056390.3	AT5G16440
Solyc03g059100.3	AT2G43770
Solyc07g066600.3	AT1G56190
Solyc09g065755.1	AT2G38810
Solyc01g020440.3	AT5G27740
Solyc07g062530.3	AT3G14940
Solyc11g013310.2	AT2G21050
Solyc04g082250.3	AT1G50250
Solyc10g007480.4	AT1G53500
Solyc10g080700.2	AT3G03940
Solyc09g010330.4	AT1G17880
Solyc11g071510.3	AT5G21070
Solyc05g055060.3	AT2G29400
Solyc12g007130.2	AT2G20130
Solyc01g094790.3	AT3G61440
Solyc01g067890.4	AT4G15560
Solyc02g087620.3	AT5G15070
Solyc05g053300.3	AT1G48030
Solyc06g053930.3	AT4G14640
Solyc06g068080.5	AT1G15370
Solyc02g064670.1	AT3G49910
Solyc03g044000.1	AT3G49910
Solyc09g091100.4	AT1G04620
Solyc02g088630.4	AT5G15470
Solyc02g067030.5	AT3G01090
Solyc02g063070.3	AT4G09000
Solyc11g010470.2	AT5G65430
Solyc07g005560.3	AT1G69410
Solyc07g049710.3	AT5G55290
Solyc08g075700.3	AT3G49010
Solyc09g005810.4	AT2G47650
Solyc00g500086.1	ATCG01100
Solyc00g500123.1	ATCG01100
Solyc00g500193.1	ATCG01100
Solyc02g091560.3	AT5G26780
Solyc01g087210.3	AT5G05170
Solyc03g120910.4	AT1G52150
Solyc07g017780.4	AT2G24520
Solyc07g005037.2	AT3G42640
Solyc04g039670.3	AT1G60810
Solyc04g039670.3	AT1G10670
Solyc10g007850.3	AT1G08750
Solyc06g068280.3	AT5G51280
Solyc06g008260.3	AT4G27090
Solyc06g065210.4	AT1G35580
Solyc02g094160.1	AT3G27060
Solyc03g097900.3	AT4G34670
Solyc09g082520.3	AT3G04840
Solyc09g082520.3	AT4G34670
Solyc03g033410.4	AT2G16740
Solyc10g084040.2	AT5G52970
Solyc04g077970.5	AT1G27450
Solyc12g007210.2	AT4G28950
Solyc01g080460.3	AT4G15530
Solyc01g105240.3	AT4G39910
Solyc12g056770.3	AT1G71790
Solyc04g078620.3	AT3G57870
Solyc05g010340.3	AT1G26190
Solyc12g088990.2	AT1G47550
Solyc08g065220.3	AT2G26080
Solyc09g091180.3	AT2G33210
Solyc11g012080.2	AT4G22310
Solyc01g107160.3	AT3G19590
Solyc03g082660.3	AT1G64650
Solyc12g055855.3	AT5G42000
Solyc01g009620.3	AT4G25550
Solyc05g054050.4	AT5G17330
Solyc01g106480.4	AT2G22780
Solyc10g055630.2	AT2G16850
Solyc03g114340.3	AT5G62790
Solyc10g160390.1	AT3G20800
Solyc06g069730.3	AT3G47470
Solyc07g066320.3	AT1G79050
Solyc02g021440.4	AT1G30270
Solyc04g076060.3	AT5G65430
Solyc00g500058.1	ATCG00360
Solyc00g500210.1	ATCG00360
Solyc11g067090.2	AT3G44600
Solyc11g071920.3	AT1G08420
Solyc01g067390.4	AT5G18620
Solyc05g010180.4	AT1G57770
Solyc04g011350.3	AT5G65750
Solyc02g030225.1	AT5G44480
Solyc10g080040.3	AT4G37510
Solyc10g076510.2	AT4G33070
Solyc06g082940.3	AT4G12800
Solyc11g012700.2	AT4G16370
Solyc03g025750.5	AT4G25590
Solyc08g013860.3	AT2G13560
Solyc01g091170.3	AT4G08900
Solyc06g071880.4	AT1G67430
Solyc04g014570.3	AT5G37310
Solyc06g068320.3	AT3G62120
Solyc05g056550.3	AT5G63650
Solyc02g085050.3	AT1G01050
Solyc04g012120.3	AT1G35160
Solyc09g066430.3	AT4G27090
Solyc09g011920.3	AT3G54110
Solyc01g096130.3	AT1G01230
Solyc09g091170.4	AT1G04630
Solyc04g078070.5	AT2G23090
Solyc10g012370.3	AT3G61440
Solyc08g006720.4	AT2G25080
Solyc09g005810.4	AT3G62830
Solyc06g006080.3	AT2G29630
Solyc01g105380.2	AT1G22410
Solyc01g105383.1	AT1G22410
Solyc09g091900.4	AT3G25040
Solyc09g007940.3	AT3G09820
Solyc12g014250.2	AT2G42600
Solyc02g071890.3	AT5G63890
Solyc11g006690.1	AT2G04390
Solyc06g035980.5	AT5G52360
Solyc09g061890.3	AT5G48900
Solyc09g098280.3	AT1G10840
Solyc08g013680.4	AT1G01050
Solyc08g013680.4	AT2G46860
Solyc01g110520.3	AT2G16570
Solyc02g085050.3	AT3G53620
Solyc11g042610.2	AT2G37270
Solyc06g073700.3	AT1G65700
Solyc02g094280.4	AT3G27020
Solyc06g066810.3	AT1G80350
Solyc11g065030.3	AT2G13650
Solyc07g056050.1	AT4G12650
Solyc11g011920.2	AT5G17330
Solyc01g080280.3	AT5G35630
Solyc07g062080.4	AT3G14720
Solyc06g072490.3	AT4G34670
Solyc01g008840.3	AT2G26990
Solyc01g007940.4	AT1G70580
Solyc04g080590.4	AT1G47250
Solyc01g095970.3	AT5G42080
Solyc05g055440.1	AT2G28720
Solyc05g017760.4	AT5G48230
Solyc11g062020.2	AT3G20870
Solyc04g079970.3	AT4G36800
Solyc06g073870.5	AT5G09920
